QKEY,INTERVIEW_START_W147,INTERVIEW_END_W147,DEVICE_TYPE_W147,LANG_W147,XPANEL_W147,XATPSAMPLE_W147,SATLIFE_MOD_a_W147,SATLIFE_MOD_b_W147,SATLIFE_MOD_c_W147,SATLIFE_MOD_d_W147,SATLIFE_MOD_f_W147,EVERPAR_W147,DOV_KP_ELIGIBLE_W147,HAVEKIDS1_W147,MARITALMOD_W147,COMMREL_W147,LWPREL_W147,SEEKING_W147,LIVARRANG_W147,LIVINGPAR_W147,SIBLIV_W147,FAMKIDS_W147,EMPLSIT_W147,IMPACTGOALS_a_W147,IMPACTGOALS_b_W147,IMPACTGOALS_c_W147,IMPACTGOALS_d_W147,IMPACTGOALS_e_W147,WORRY_FUTR_a_W147,WORRY_FUTR_b_W147,WORRY_FUTR_c_W147,WORRY_FUTR_d_W147,KIDSEVER_W147,RSNNOCHLD_S1_a_W147,RSNNOCHLD_S1_b_W147,RSNNOCHLD_S1_c_W147,RSNNOCHLD_S1_d_W147,RSNNOCHLD_S1_e_W147,RSNNOCHLD_S1_f_W147,RSNNOCHLD_S1_g_W147,RSNNOCHLD_S1_h_W147,RSNNOCHLD_S1_i_W147,RSNNOCHLD_S1_j_W147,RSNNOCHLD_S1_k_W147,RSNNOCHLD_S2_a_W147,RSNNOCHLD_S2_b_W147,RSNNOCHLD_S2_c_W147,RSNNOCHLD_S2_d_W147,RSNNOCHLD_S2_e_W147,RSNNOCHLD_S2_f_W147,RSNNOCHLD_S2_g_W147,RSNNOCHLD_S2_h_W147,RSNNOCHLD_S2_i_W147,RSNNOCHLD_S2_j_W147,IMPACTLIFE_a_W147,IMPACTLIFE_b_W147,IMPACTLIFE_c_W147,IMPACTLIFE_d_W147,IMPACTLIFE_e_W147,IMPACTLIFE_f_W147,WORKNOKID_a_W147,WORKNOKID_b_W147,WORKNOKID_c_W147,WORKNOKID_d_W147,WORKNOKID_e_W147,RELNOKID_a_W147,RELNOKID_b_W147,RELNOKID_c_W147,RELNOKID_d_W147,PRESNOKID_a_W147,PRESNOKID_b_W147,PRESNOKID_c_W147,PRESNOKID_d_W147,CAREPAR1_W147,CAREPAR2_a_W147,CAREPAR2_b_W147,CAREPAR2_c_W147,CAREPAR2_d_W147,CAREPAR2_e_W147,TALK_KIDS_a_W147,TALK_KIDS_b_W147,TALK_KIDS_c_W147,FRNDKIDS_W147,IMPCTDATE_W147,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W147_UNDER50,WEIGHT_W147_50PLUS
286,2024-04-30T18:46:11Z,2024-04-30T18:56:36Z,1,1,1,,2,2,3,6,1,2,1,,1,,,,,2,2,2,5,1,1,1,1,3,3,3,3,3,1,1,3,3,3,3,3,3,2,3,3,2,,,,,,,,,,,3,3,3,3,3,3,,,,,,3,3,,3,5,3,4,2,,,,,,,,,,,,1,2,3,2,4,2,3,2,1,1,1,3,1,2,2,2,,2,3,1,4,3,4,2,2,,0.36016844085558625
287,2024-04-30T18:53:30Z,2024-04-30T19:06:16Z,2,1,1,,3,3,3,2,2,2,1,,1,,,,,1,1,2,1,3,1,1,2,3,3,3,4,5,1,3,3,3,2,2,2,3,2,3,1,3,,,,,,,,,,,3,3,3,3,2,5,2,2,2,2,2,2,3,3,3,5,4,5,4,3,,,,,,,,,,,1,4,9,1,3,1,1,6,1,1,1,3,1,10,3,2,,2,4,1,9,5,2,2,3,,0.4715545970600737
288,2024-04-30T19:02:40Z,2024-04-30T19:17:41Z,2,1,1,,3,4,3,3,3,2,1,,5,1,1,,,1,3,4,1,1,3,3,2,3,1,1,1,2,1,2,1,2,1,1,1,3,1,2,3,1,,,,,,,,,,,1,2,7,7,2,4,1,1,1,1,1,3,3,3,,4,3,3,2,,,,,,,,,,,,1,3,5,1,3,1,1,5,1,1,1,3,1,10,3,2,,2,4,1,7,5,1,2,2,,0.424529916312016
289,2024-04-30T19:28:22Z,2024-04-30T19:44:51Z,1,1,1,,3,3,3,3,2,2,1,,1,,,,,1,1,2,5,3,3,3,2,3,4,3,3,4,1,3,3,2,2,3,3,3,3,2,3,1,,,,,,,,,,,3,3,6,3,3,3,,,,,,3,3,3,3,5,4,5,4,2,,,,,,,,,,,1,4,8,1,3,2,1,6,2,4,3,5,4,12,3,3,1,1,2,3,1,3,3,2,1,,1.7990315204573912
292,2024-04-30T21:50:32Z,2024-04-30T22:08:44Z,1,1,1,,3,3,2,6,6,2,1,,5,2,,,1,1,2,2,5,1,3,1,2,3,4,5,5,4,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,3,3,7,3,3,3,,,,,,,3,3,3,5,5,5,5,3,,,,,,,,,,,1,4,9,1,3,2,1,6,2,4,3,5,4,2,2,3,2,2,3,1,4,3,1,2,2,,1.3018628347360302
296,2024-05-01T03:16:18Z,2024-05-01T03:42:06Z,3,1,1,,5,4,5,6,6,2,1,,2,2,,,1,2,2,2,4,3,1,1,2,2,2,1,2,3,1,3,3,2,3,3,3,3,3,2,3,3,,,,,,,,,,,1,3,3,3,1,3,,,,,,,3,,3,5,3,5,5,,,,,,,,,,,,1,3,7,3,3,1,3,2,2,1,2,2,1,1,1,2,,2,3,2,2,3,1,2,2,,0.5372770575821864
302,2024-05-01T13:52:41Z,2024-05-01T14:05:37Z,1,1,1,,2,4,3,6,2,2,1,,1,,,,,1,2,2,5,3,3,1,3,3,4,4,5,5,3,2,3,3,3,3,3,3,3,1,2,1,,,,,,,,,,,1,2,7,3,4,7,,,,,,3,3,3,3,5,4,5,5,3,,,,,,,,,,,1,3,5,2,4,2,1,6,2,1,2,2,1,11,4,2,,2,4,1,9,5,2,2,3,,1.8340920567535228
311,2024-05-01T22:32:41Z,2024-05-01T22:51:09Z,2,1,1,,3,3,3,2,6,2,1,,5,2,,,1,1,2,2,1,3,3,3,3,3,3,3,2,4,1,3,2,2,3,3,3,3,1,3,3,2,,,,,,,,,,,3,3,3,3,2,4,2,1,2,2,2,,3,3,3,6,3,5,3,2,,,,,,,,,,,1,4,9,2,3,2,2,3,2,1,4,4,1,12,3,2,,2,4,1,2,4,2,1,2,,0.3905174735632469
312,2024-05-01T23:58:33Z,2024-05-02T00:15:23Z,2,1,1,,2,4,5,6,6,2,1,,5,2,,,1,1,2,3,3,3,3,3,3,3,3,2,3,3,1,3,3,1,3,3,3,3,3,3,3,2,,,,,,,,,,,3,3,3,3,3,7,,,,,,,4,3,3,6,3,5,3,3,,,,,,,,,,,1,1,2,1,3,1,2,3,1,4,4,3,4,1,1,3,2,2,3,1,1,2,2,2,1,,0.39893686150456276
315,2024-05-02T08:41:26Z,2024-05-02T09:16:23Z,3,1,1,,3,3,3,6,6,2,1,,2,2,,,2,2,3,2,5,1,1,3,3,1,4,5,4,5,1,3,3,3,3,3,3,3,1,3,1,2,,,,,,,,,,,1,5,3,1,7,3,,,,,,,3,,,5,4,3,5,,,,,,,,,,,,1,4,9,99,4,1,3,2,2,1,2,2,1,3,4,2,,2,3,1,2,2,5,2,2,,0.6819519196559964
318,2024-05-02T12:40:17Z,2024-05-02T12:47:42Z,1,1,1,,3,3,5,5,6,2,1,,5,2,,,1,1,3,2,1,3,2,2,2,3,3,3,3,3,1,3,1,1,3,3,2,3,3,2,3,1,,,,,,,,,,,3,3,4,3,2,3,1,1,2,2,1,,3,3,,5,3,3,4,,,,,,,,,,,,1,3,5,3,3,1,1,6,2,1,2,2,1,1,1,3,1,1,2,1,5,3,1,1,2,,0.28078270698741925
332,2024-05-02T17:49:27Z,2024-05-02T18:02:45Z,1,1,1,,2,2,3,6,6,2,1,,5,2,,,1,1,3,2,5,2,3,3,3,3,5,3,5,5,1,3,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,3,7,6,7,7,3,,,,,,,1,3,,6,99,5,3,,,,,,,,,,,,1,2,3,1,4,2,2,4,2,1,2,2,1,1,1,2,,2,3,1,7,3,2,2,2,,0.8059697404446498
341,2024-05-02T18:52:08Z,2024-05-02T19:01:27Z,2,1,1,,3,3,4,6,6,2,1,,2,2,,,2,2,2,1,5,1,3,3,2,1,3,4,3,3,1,2,3,3,3,2,2,3,3,2,3,1,,,,,,,,,,,1,3,1,2,1,2,,,,,,,3,,3,3,5,5,3,,,,,,,,,,,,1,4,9,1,3,2,1,6,2,1,2,2,1,1,1,2,,2,4,1,9,5,1,1,3,,1.3134716294685467
354,2024-05-02T18:59:32Z,2024-05-02T19:41:11Z,1,1,1,,2,2,4,6,2,2,1,,1,,,,,2,1,3,5,1,2,2,1,2,3,1,3,5,1,2,1,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,2,3,3,,,,,,4,3,,3,3,4,4,3,,,,,,,,,,,,1,3,5,2,4,1,2,4,1,1,1,3,1,1,1,1,,1,1,1,99,2,1,2,99,,0.5999741317425675
361,2024-05-02T19:08:11Z,2024-05-02T19:12:58Z,1,1,1,,2,3,3,2,2,2,1,,1,,,,,1,1,3,1,1,1,1,2,1,2,3,3,4,2,3,2,3,3,2,1,3,2,2,1,3,,,,,,,,,,,1,1,1,2,1,4,1,1,1,1,1,2,4,4,3,4,4,4,4,1,2,1,3,3,1,,,,,,1,4,9,2,3,1,1,6,2,1,3,5,1,12,3,2,,2,3,1,9,3,2,2,3,,0.6398189938777475
364,2024-05-02T19:10:05Z,2024-05-02T19:19:40Z,1,1,1,,1,1,1,6,1,2,1,,1,,,,,2,3,4,5,3,3,3,3,3,3,5,4,5,1,3,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,4,4,3,3,3,3,,,,,,4,3,,,3,3,5,5,,,,,,,,,,,,1,4,8,2,4,1,1,6,2,4,1,1,4,5,4,1,,1,2,1,9,3,1,1,3,,0.6957440646050396
365,2024-05-02T19:12:21Z,2024-05-02T19:24:51Z,1,1,1,,1,2,3,3,6,2,1,,5,2,,,2,2,2,2,2,3,1,3,2,3,3,2,3,4,1,3,3,2,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,3,1,2,2,2,2,2,2,2,,3,,1,6,5,5,5,,,,,,,,,,,,1,3,5,2,3,2,3,2,2,1,2,2,1,1,1,2,,2,4,1,1,4,2,2,1,,0.5177734834950961
367,2024-05-02T19:14:28Z,2024-05-02T19:21:38Z,1,1,1,,3,4,4,6,6,2,1,,5,2,,,1,2,1,3,3,3,3,3,3,3,4,4,2,5,3,3,2,1,2,3,3,2,3,2,2,1,,,,,,,,,,,2,2,6,2,3,6,,,,,,,3,,3,5,3,5,5,,,,,,,,,,,,1,4,9,1,3,1,2,4,1,1,1,3,1,10,3,2,,2,3,1,9,3,3,1,3,,0.17160507550495266
373,2024-05-02T19:23:56Z,2024-05-02T19:31:51Z,1,1,1,,3,4,4,6,6,2,1,,2,2,,,2,2,3,2,4,1,3,3,2,2,3,3,3,4,1,1,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,2,2,3,7,7,3,,,,,,,4,,,3,4,4,3,,,,,,,,,,,,1,3,5,2,3,1,2,4,1,4,1,3,4,10,3,2,,2,4,1,3,4,2,2,2,,0.43779888773922226
382,2024-05-02T19:37:43Z,2024-05-02T19:46:36Z,1,1,1,,2,3,2,2,2,2,1,,1,,,,,2,1,1,2,3,1,3,3,2,3,4,3,5,2,3,3,3,3,3,3,2,2,1,1,2,,,,,,,,,,,1,1,1,1,1,6,2,2,2,1,1,3,3,,3,5,5,5,5,,,,,,,,,,,,1,4,9,2,4,2,1,6,2,4,3,5,4,12,3,3,1,1,2,3,5,3,1,2,2,,2.458612673135202
409,2024-05-02T21:03:16Z,2024-05-04T04:35:29Z,2,1,1,,3,4,4,6,3,2,1,,1,,,,,1,2,2,3,3,1,3,3,3,3,3,3,4,3,3,3,2,3,2,2,3,3,2,2,3,,,,,,,,,,,3,3,3,3,3,3,,,,,,3,3,3,3,4,4,3,3,1,3,3,3,1,1,,,,,,2,4,9,3,3,1,2,3,1,3,1,3,4,2,2,2,,2,4,1,9,4,2,2,3,,0.5662819937574184
410,2024-05-02T21:04:36Z,2024-05-02T21:14:44Z,2,1,1,,2,2,5,3,6,2,1,,5,2,,,1,1,3,2,1,3,3,3,3,3,2,1,4,3,3,3,2,1,3,2,1,2,3,3,2,1,,,,,,,,,,,2,2,3,3,2,3,1,1,2,1,2,,3,3,,3,3,3,3,,,,,,,,,,,,1,3,5,2,3,2,1,5,2,1,2,2,1,1,1,2,,2,3,1,3,3,2,2,2,,1.6067546062562053
416,2024-05-02T21:24:11Z,2024-05-02T21:42:42Z,3,1,1,,2,3,2,2,1,2,1,,1,,,,,2,3,2,5,1,1,1,3,1,2,2,3,4,3,3,3,1,2,3,2,1,1,1,1,1,,,,,,,,,,,1,1,1,2,1,4,,,,,,3,4,,,5,3,4,3,,,,,,,,,,,,1,3,7,1,3,1,1,5,1,1,1,3,1,1,1,3,2,2,3,1,5,3,1,2,2,,0.4875838164884567
417,2024-05-02T21:24:42Z,2024-05-02T21:30:16Z,3,1,1,,3,3,3,6,6,2,1,,5,2,,,2,1,2,3,3,1,1,1,2,1,3,3,3,4,2,3,1,1,3,3,3,2,2,3,1,1,,,,,,,,,,,3,3,3,3,3,4,,,,,,,3,3,3,5,5,5,5,3,,,,,,,,,,,1,4,9,1,3,1,3,2,1,1,5,3,1,12,3,1,,1,2,1,1,3,1,2,1,,0.5298471235567198
419,2024-05-02T21:34:45Z,2024-05-02T21:46:29Z,2,1,1,,4,4,4,4,6,2,1,,5,2,,,1,1,2,2,1,3,3,3,2,2,2,1,1,2,1,3,3,2,1,3,3,3,3,2,3,3,,,,,,,,,,,3,3,3,3,2,7,2,2,2,2,2,,3,3,3,4,3,4,3,3,,,,,,,,,,,1,4,9,1,3,2,1,5,1,4,1,3,4,1,1,2,,2,4,1,6,4,2,2,2,,0.8273293779961708
420,2024-05-02T21:40:22Z,2024-05-02T21:47:50Z,1,1,1,,2,2,3,6,2,2,1,,1,,,,,2,3,2,5,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,7,7,7,7,7,7,,,,,,3,3,,,5,5,5,5,,,,,,,,,,,,1,4,9,2,4,1,2,3,2,1,3,5,1,7,4,1,,1,1,1,7,2,2,2,2,,0.7854192997219585
425,2024-05-02T21:46:22Z,2024-05-02T21:55:45Z,1,1,1,,1,1,3,2,1,2,1,,1,,,,,1,2,2,1,1,3,3,2,3,4,4,5,5,1,3,3,1,1,3,3,3,3,3,3,1,,,,,,,,,,,2,1,7,2,1,7,2,2,1,1,2,3,3,3,3,2,99,2,2,2,,,,,,,,,,,1,2,3,2,3,1,1,5,2,1,2,2,1,1,1,99,99,9,9,3,5,99,2,1,2,,1.3397513296319803
429,2024-05-02T22:02:04Z,2024-05-02T22:07:30Z,2,1,1,,2,2,3,2,99,2,1,,2,2,,,1,2,2,2,1,3,1,2,1,1,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,2,2,2,2,2,,3,,3,3,3,3,3,,,,,,,,,,,,1,3,5,1,4,2,2,4,1,99,1,3,99,1,1,3,99,9,9,3,2,2,2,2,2,,0.8982850133711767
431,2024-05-02T22:10:58Z,2024-05-15T18:20:58Z,2,1,1,,1,2,2,2,3,2,1,,5,1,1,,,1,2,2,1,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,3,2,2,2,1,2,2,2,2,2,2,2,1,1,1,5,5,5,5,1,3,3,3,3,3,,,,,,1,4,9,1,3,1,1,5,1,1,5,3,1,2,2,2,,2,4,1,7,4,1,2,2,,0.4811374041537013
434,2024-05-02T22:13:27Z,2024-05-02T22:25:26Z,1,1,1,,2,2,3,6,6,2,1,,4,2,,,1,2,2,3,5,1,2,1,2,3,4,3,4,5,3,1,3,1,3,3,3,3,3,2,3,3,,,,,,,,,,,2,2,6,1,2,3,,,,,,,99,,99,5,5,5,5,,,,,,,,,,,,1,3,7,1,4,1,1,6,1,1,1,3,1,1,1,3,2,2,3,1,3,3,2,1,2,,0.21829735984251464
435,2024-05-02T22:16:43Z,2024-05-02T22:24:43Z,2,1,1,,1,2,1,1,1,2,1,,1,,,,,2,1,3,5,1,1,1,2,1,4,4,4,5,1,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,6,1,1,6,,,,,,1,1,,2,5,5,5,5,,,,,,,,,,,,1,4,9,2,3,1,2,3,1,1,1,3,1,1,1,1,,1,1,1,9,1,2,2,3,,0.7424653897135516
436,2024-05-02T22:17:09Z,2024-05-02T22:24:38Z,3,1,1,,2,2,1,6,1,2,1,,4,2,,,1,2,2,1,5,1,2,3,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,1,2,1,,,,,,,,,,,1,1,2,2,2,3,,,,,,,3,,3,5,3,4,5,,,,,,,,,,,,1,4,9,1,4,2,2,3,1,4,1,3,4,2,2,2,,2,3,1,9,3,3,2,3,,0.5011412842187045
438,2024-05-02T22:41:22Z,2024-05-02T22:48:16Z,2,1,1,,2,2,4,2,6,2,1,,4,2,,,1,1,2,2,1,3,3,1,2,3,4,3,4,3,1,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,2,3,3,2,2,3,2,2,1,2,2,,3,3,3,4,3,4,3,1,1,3,1,1,3,,,,,,1,2,3,1,3,2,1,5,2,1,2,2,1,1,1,2,,2,3,1,4,3,1,2,2,,1.3813812302133053
443,2024-05-02T22:53:31Z,2024-05-02T23:07:20Z,2,1,1,,3,3,3,4,2,2,1,,1,,,,,1,2,2,2,3,3,3,2,2,3,2,3,3,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,4,4,4,2,,,,,,,,,,,1,4,9,3,3,2,3,2,1,4,5,3,3,2,2,2,,2,3,1,5,3,2,2,2,,0.5374980734367399
444,2024-05-02T23:03:59Z,2024-05-02T23:32:54Z,1,1,1,,2,2,2,6,6,2,1,,5,2,,,3,2,1,4,4,1,1,3,3,3,4,4,5,4,3,3,3,3,3,3,3,3,3,1,3,1,,,,,,,,,,,3,3,2,3,3,6,,,,,,,3,,3,6,5,5,5,,,,,,,,,,,,1,1,2,3,4,1,3,1,2,4,1,1,3,1,1,1,,1,1,2,1,2,5,2,1,,2.0329817091551203
448,2024-05-02T23:18:37Z,2024-05-02T23:24:02Z,3,1,1,,2,2,1,6,1,2,1,,1,,,,,2,3,4,5,3,3,3,2,3,3,5,3,5,2,3,3,3,2,2,1,2,2,2,1,2,,,,,,,,,,,2,1,3,3,2,3,,,,,,3,3,,,5,4,4,4,,,,,,,,,,,,1,4,9,2,4,1,1,6,2,1,1,1,1,10,3,2,,2,4,1,9,4,2,1,3,,0.38294384350957233
454,2024-05-03T00:17:47Z,2024-05-03T00:25:30Z,2,1,1,,2,3,2,6,6,2,1,,5,2,,,1,2,2,2,5,1,3,3,2,3,3,3,4,4,3,3,1,1,2,1,1,3,3,2,3,2,,,,,,,,,,,2,2,2,2,1,4,,,,,,,99,,99,4,4,4,4,,,,,,,,,,,,1,3,5,2,4,1,2,4,1,1,1,3,1,2,2,3,2,2,3,1,8,3,2,2,3,,0.22461775592707484
455,2024-05-03T00:31:09Z,2024-05-03T00:35:15Z,1,1,1,,2,3,2,2,5,2,1,,5,2,,,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,3,3,1,3,2,3,2,3,2,2,1,,,,,,,,,,,2,2,2,1,2,2,1,2,1,1,2,,2,1,2,6,3,4,3,1,2,1,2,1,1,,,,,,1,4,9,2,3,1,1,6,2,4,3,5,4,2,2,2,,2,3,1,9,3,2,2,2,,2.312597525892879
457,2024-05-03T00:57:28Z,2024-05-03T05:14:11Z,2,1,1,,1,3,1,1,3,2,1,,1,,,,,2,3,3,1,1,3,3,2,1,5,5,5,5,3,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,1,1,1,1,2,2,2,2,2,3,1,,,5,5,5,5,,,,,,,,,,,,1,4,9,1,3,1,2,3,1,4,1,3,4,1,1,1,,1,1,1,9,2,1,2,3,,0.6888756204835729
458,2024-05-03T01:06:14Z,2024-05-03T01:27:49Z,2,1,1,,2,3,4,6,6,2,1,,5,2,,,2,1,1,4,3,99,99,99,2,99,3,3,3,3,1,3,2,1,3,3,3,3,3,3,3,1,,,,,,,,,,,7,7,6,7,7,99,,,,,,,3,4,3,6,3,5,3,3,,,,,,,,,,,1,4,9,2,3,2,2,4,1,1,1,3,1,1,1,1,,1,1,1,99,1,1,2,99,,1.156074970894376
459,2024-05-03T01:39:18Z,2024-05-03T01:48:43Z,1,1,1,,1,1,2,6,1,2,1,,2,1,2,,1,2,2,2,5,1,3,3,1,3,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,3,3,3,3,3,3,,,,,,3,3,,3,5,5,4,5,,,,,,,,,,,,1,3,7,1,4,2,2,4,2,1,2,2,1,1,1,2,,2,3,3,3,3,4,2,2,,0.5761371233331982
466,2024-05-03T02:51:06Z,2024-05-03T03:11:18Z,2,1,1,,1,1,3,6,6,2,1,,4,1,2,,2,2,2,2,4,3,3,3,3,3,3,3,2,3,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,4,4,99,99,4,3,,,,,,3,3,,3,5,5,5,5,,,,,,,,,,,,1,3,5,2,3,2,3,2,1,4,1,3,2,1,1,2,,2,4,1,1,4,1,2,1,,0.45069865236819245
471,2024-05-03T04:08:43Z,2024-05-03T04:18:35Z,2,1,1,,3,3,3,3,3,2,1,,1,,,,,1,2,3,1,1,1,3,2,3,4,3,4,3,1,2,2,1,1,3,1,3,3,2,3,3,,,,,,,,,,,2,2,2,2,2,3,2,2,1,2,2,3,3,3,3,4,4,4,5,2,,,,,,,,,,,1,2,3,2,3,1,2,3,2,1,99,99,1,1,1,1,,1,1,1,9,2,3,1,3,,0.8364813809475757
472,2024-05-03T05:32:55Z,2024-05-03T05:40:36Z,1,1,1,,3,3,3,4,3,2,1,,1,,,,,2,2,3,1,1,3,2,2,2,4,3,3,4,1,2,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,2,1,1,3,1,3,2,2,2,2,1,3,3,,3,4,4,4,4,,,,,,,,,,,,1,2,3,2,3,1,2,4,2,1,2,2,1,1,1,1,,1,1,3,9,2,2,2,3,,0.4028596152520749
476,2024-05-03T07:34:41Z,2024-05-03T07:44:28Z,1,1,1,,1,3,4,2,2,2,1,,5,1,2,,1,2,2,2,5,3,2,1,2,2,3,2,3,5,1,3,3,1,3,3,3,3,3,3,2,1,,,,,,,,,,,3,3,3,3,3,3,,,,,,3,3,,3,5,5,5,5,,,,,,,,,,,,2,3,5,1,4,1,3,2,2,1,2,2,1,1,1,2,,2,4,1,1,4,2,2,1,,0.3326394459501911
479,2024-05-03T08:14:27Z,2024-05-03T08:32:19Z,1,1,1,,4,3,2,2,4,2,1,,5,1,2,,1,2,3,2,1,2,3,3,3,3,3,4,3,3,3,3,3,1,3,3,3,3,3,2,3,1,,,,,,,,,,,2,2,3,4,3,3,2,2,2,2,2,3,3,,,6,3,3,5,,,,,,,,,,,,1,4,9,2,4,1,1,5,2,4,3,5,4,7,4,3,2,2,3,3,6,3,2,2,2,,1.2847048464983977
491,2024-05-03T11:07:57Z,2024-05-03T11:17:32Z,2,1,1,,3,2,2,1,6,2,1,,2,2,,,1,2,2,3,1,3,3,3,2,3,3,3,3,4,3,3,2,1,3,3,3,3,1,3,2,1,,,,,,,,,,,4,2,3,4,3,3,1,2,1,1,1,,3,,2,3,3,3,3,,,,,,,,,,,,1,3,7,1,3,1,2,3,2,1,2,2,1,1,1,2,,2,3,1,3,2,2,2,2,,0.453325845883075
492,2024-05-03T11:08:53Z,2024-05-03T11:18:03Z,1,1,1,,2,2,1,6,2,2,1,,1,,,,,2,1,3,5,1,1,3,2,1,4,5,4,5,2,3,2,3,2,1,1,1,2,1,1,3,,,,,,,,,,,1,1,2,1,2,3,,,,,,1,3,,4,5,3,4,3,,,,,,,,,,,,1,4,9,1,4,1,1,5,1,1,1,3,1,9,3,2,,2,4,1,9,4,2,1,2,,0.24486822438509206
493,2024-05-03T11:22:29Z,2024-05-03T11:24:58Z,3,1,1,,1,1,1,6,6,2,1,,5,2,,,3,99,99,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,,,,,,,99,,,99,99,99,99,,,,,,,,,,,,1,1,2,3,4,3,99,99,99,99,99,99,99,99,99,99,99,9,9,3,9,99,99,2,3,,0.7743872905942908
496,2024-05-03T12:40:28Z,2024-05-03T12:57:09Z,3,1,1,,4,5,3,3,6,2,1,,5,2,,,2,2,2,2,5,3,3,3,2,3,2,3,3,3,1,3,3,1,2,3,3,3,2,2,2,2,,,,,,,,,,,1,1,1,1,1,2,,,,,,,2,,2,3,3,4,4,,,,,,,,,,,,1,4,9,2,4,1,2,3,1,1,1,3,1,2,2,3,2,2,4,1,3,4,2,2,2,,0.2829966241089087
498,2024-05-03T12:56:42Z,2024-05-03T13:06:57Z,1,1,1,,1,2,2,6,1,2,1,,1,,,,,1,2,3,5,1,3,3,3,3,4,4,5,5,2,3,3,3,2,3,1,2,3,2,1,2,,,,,,,,,,,1,1,2,2,1,3,,,,,,2,3,3,3,5,3,3,3,1,2,1,2,3,2,,,,,,1,3,6,2,3,1,1,5,1,4,4,3,2,1,1,4,99,9,9,3,3,99,2,1,2,,0.8056461838898971
504,2024-05-03T15:02:24Z,2024-05-03T15:13:16Z,1,1,1,,1,1,4,3,1,2,1,,1,,,,,1,2,2,2,3,3,3,2,3,4,3,4,4,1,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,3,3,3,2,3,3,2,2,2,2,2,3,3,3,3,5,4,5,4,3,,,,,,,,,,,1,3,5,2,3,1,3,2,1,4,1,3,4,1,1,1,,1,1,1,4,2,1,2,2,,0.7794686570322835
505,2024-05-03T15:02:53Z,2024-05-03T15:10:29Z,1,1,1,,3,2,4,3,2,2,1,,1,,,,,2,2,2,2,3,3,3,2,2,4,2,4,3,1,3,2,1,3,3,3,3,3,3,3,1,,,,,,,,,,,3,7,3,2,3,6,2,2,2,2,2,3,3,,3,5,5,4,5,,,,,,,,,,,,2,2,3,1,4,1,3,1,1,4,5,3,4,12,3,2,,2,3,1,3,3,5,2,2,,1.105830036622066
507,2024-05-03T16:32:59Z,2024-05-12T16:22:31Z,2,1,1,,1,5,2,1,1,2,1,,1,,,,,1,1,3,1,1,1,1,1,1,5,3,5,5,2,3,3,3,3,3,3,1,1,1,1,3,,,,,,,,,,,1,1,1,1,1,4,2,2,1,1,2,1,3,3,3,5,5,5,5,4,,,,,,,,,,,1,3,5,2,3,1,1,5,1,4,1,3,4,9,3,4,2,2,4,1,9,4,1,2,2,,0.5327790726796963
510,2024-05-03T18:41:04Z,2024-05-03T19:13:44Z,3,1,1,,4,5,5,6,6,2,1,,5,2,,,1,2,2,3,4,99,2,99,2,3,1,1,2,5,2,3,3,3,3,2,1,3,2,3,3,3,,,,,,,,,,,1,1,99,7,7,7,,,,,,,99,,3,6,5,99,3,,,,,,,,,,,,1,4,9,2,4,1,3,2,1,1,4,3,1,1,1,3,1,1,1,3,1,2,2,2,1,,0.4472010619495485
